order_id,order_date,customer_id,basket_items,basket_categories,association_groups,total_distinct_products,total_units,net_amount_jd,season_event
O202600152,2026-01-19,C0003,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Canned Food,1,1,1.05,Winter 2026
O202600153,2026-01-20,C0076,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,1,2,3.22,Winter 2026
O202600154,2026-01-20,C0112,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1,1.85,Winter 2026
O202600155,2026-01-20,C0091,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,1,2,3.22,Winter 2026
O202600156,2026-01-20,C0048,"Tiger Rice 3.5 kg | Barakah Al Sanabel Chiffari Lisci, 450g | Kasih Corn Starch Pouches, 350g | Americana Marble Pound Cake, 300g | Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",rice | pasta | Cooking & Baking | Cakes and Rolls | Yoghurts,Rice | Pasta | Canned Vegetables | Bakery | Dairy,5,7,12.54,Winter 2026
O202600157,2026-01-20,C0142,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,3,16.47,Winter 2026
O202600158,2026-01-20,C0074,"Teeba Yoghurt, 700g | Crystal Ice Cubes 2 kg",youghurt | water,Dairy | Water,2,3,2.98,Winter 2026
O202600159,2026-01-20,C0140,"Albayrouty Sweet Corn 340 g | Smart Chips Ketchup Flavor Stix, 75g | Barilla Rigatoni 500 g",Canned Vegetables | Chips | pasta,Canned Vegetables | Chips | Pasta,3,3,4.01,Winter 2026
O202600160,2026-01-20,C0016,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.09,Winter 2026
O202600161,2026-01-20,C0019,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g | Barakah Al Sanabel Chiffari Lisci, 450g",Canned Fruit | pasta,Canned Food | Pasta,2,2,5.1,Winter 2026
O202600162,2026-01-21,C0018,"Hammoudeh Fresh Yoghurt, 700g | Lurpak Unsalted Butter, 6x50g",youghurt | butter,Eggs | Dairy,2,3,6.23,Winter 2026
O202600163,2026-01-21,C0084,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L | Abu Kass Basmati Rice, 4kg",milk | rice,Dairy | Rice,2,5,19.47,Winter 2026
O202600164,2026-01-21,C0085,"KDD Strawberry Flavored Milk, 6x250ml",Long Life Milk,Dairy,1,1,2.25,Winter 2026
O202600165,2026-01-21,C0148,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L | Americana Marble Pound Cake, 300g",milk | Cakes and Rolls,Dairy | Bakery,2,2,3.4,Winter 2026
O202600166,2026-01-21,C0033,"Ard Jdadna Powder Garlic, 200g | Tiger Rice 3.5 kg | Reef Diet Flax Seeds Bread, 250g",Cooking & Baking | rice | Flatbread,Spices & Seasonings | Rice | Bakery,3,3,6.55,Winter 2026
O202600167,2026-01-21,C0021,"Koita Organic Chocolate Milk Uht 200 ml | Red Bull Energy Drink Watermelon, 250ml",Long Life Milk | Sports & Energy Drinks,Dairy | Water,2,2,3.25,Winter 2026
O202600168,2026-01-21,C0112,"Exeter Canned Corned Beef, 340g | Sayad Tuna Meat With Natural Chili 160 g | Lurpak Unsalted Butter, 100g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Meat | Canned Seafood | butter | pasta,Canned Vegetables | Canned Food | Dairy | Pasta,4,6,5.8,Winter 2026
O202600169,2026-01-21,C0054,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g | Crystal Ice Cubes 2 kg",Chocolate | water,Dairy | Water,2,3,2.58,Winter 2026
O202600170,2026-01-21,C0116,Baladna Full Cream Milk 1 L,milk,Dairy,1,2,2.06,Winter 2026
O202600171,2026-01-21,C0063,"Aroma Garden Magloubeh Spices, 100g | KDD Milk Coffee Latte, 250ml | Abu Kass Basmati Rice, 4kg",Cooking & Baking | Specialty Drinks | rice,Spices & Seasonings | Dairy | Rice,3,3,8.28,Winter 2026
O202600172,2026-01-21,C0016,"NewLand Crushed Italian Tomatoes, 400g",Canned Vegetables,Canned Food,1,1,1.17,Winter 2026
O202600173,2026-01-21,C0086,"Durra Hummus Grains 400 g | Ovalyo White XL Eggs, 6pcs | Pasta Zara Conchiglie No.54, 500g",Canned Vegetables | eggs | pasta,Canned Vegetables | Eggs | Pasta,3,4,3.89,Winter 2026
O202600174,2026-01-22,C0042,"Almarai Uht Full Fat Milk with Vitamins, 4x1L | Nestle Mineral Water, 6x1.5L",milk | water,Dairy | Water,2,3,8.17,Winter 2026
O202600175,2026-01-22,C0076,"Maxims Sweet Corn, 340g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,2,1.93,Winter 2026
O202600176,2026-01-22,C0060,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Dairy,1,1,2.9,Winter 2026
O202600177,2026-01-22,C0070,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,1,1,1.46,Winter 2026
O202600178,2026-01-22,C0001,"Sunwhite Calrose Rice, 4kg | Al-Ghazal Pasta Bucatini 1, 300g",rice | pasta,Rice | Pasta,2,2,5.32,Winter 2026
O202600179,2026-01-23,C0139,"Rio Mare Light Tuna in Olive Oil, 160g | Maxims Sweet Corn 180 g 3 pcs get 1 pc Free | Mandi Basmati Rice 4 kg | Aroma Garden Magloubeh Spices, 100g",Canned Seafood | Canned Fruit | rice | Cooking & Baking,Oil | Canned Food | Rice | Spices & Seasonings,4,4,14.3,Winter 2026
O202600180,2026-01-23,C0052,"Ard Jdadna Powder Garlic, 200g | Al Mazraa Jameed Pasteurized Liquid, 1L | Abu Kass Basmati Rice, 4kg",Cooking & Baking | Yoghurts | rice,Spices & Seasonings | Dairy | Rice,3,3,10.14,Winter 2026
O202600181,2026-01-23,C0038,"Ard Jdadna Powder Garlic, 200g | Hammoudeh Lactose Free Full Fat UHT Milk, 1L | Sunwhite Calrose Rice, 4kg",Cooking & Baking | milk | rice,Spices & Seasonings | Dairy | Rice,3,7,21.67,Winter 2026
O202600182,2026-01-23,C0051,"Aroma Garden Chicken Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.03,Winter 2026
O202600183,2026-01-23,C0122,"California Garden Whole Kernal Sweet Corn, 400g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,2,1.54,Winter 2026
O202600184,2026-01-23,C0067,"Doritos Nacho Cheese Tortilla Chips, 120g | Koita Organic Whole Cream Milk, 1L",Chips | Long Life Milk,Chips | Dairy,2,2,4.1,Winter 2026
O202600185,2026-01-23,C0111,"Orasi Soy Milk Sugar Free, 1L",Milk Alternatives,Dairy,1,1,2.5,Winter 2026
O202600186,2026-01-24,C0057,"Mazola Sunflower Oil, 1.5L | Barilla Rigatoni 500 g | Sunwhite Calrose Rice, 4kg | Benina Garlic Chili Sauce, 280g",oil | pasta | rice | Cooking & Baking,Oil | Pasta | Rice | Spices & Seasonings,4,6,14.53,Winter 2026
O202600187,2026-01-24,C0008,"Blue Mill Paprika 200 g | Abu Kass Basmati Rice, 4kg | Said Junior Cup 50 g",Cooking & Baking | rice | Chocolate,Spices & Seasonings | Rice | Chocolate,3,3,10.09,Winter 2026
O202600188,2026-01-24,C0131,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Winter 2026
O202600189,2026-01-24,C0100,Spice Classics Basil Leaves 6.25 g,Cooking & Baking,Spices & Seasonings,1,1,1.99,Winter 2026
O202600190,2026-01-24,C0062,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1,1.85,Winter 2026
O202600191,2026-01-24,C0102,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Dairy,1,1,1.95,Winter 2026
O202600192,2026-01-24,C0029,"Rio Mare Tuna In Olive Oil, 2x160g",Canned Seafood,Canned Food,1,1,5.5,Winter 2026
O202600193,2026-01-24,C0083,"Filippo Berio Basil Flavoured Olive Oil, 250ml | Sunwhite Calrose Rice, 4kg | Aroma Garden Chicken Spices, 100g",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,19.68,Winter 2026
O202600194,2026-01-24,C0046,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Dairy,1,1,0.6,Winter 2026
O202600195,2026-01-24,C0105,"Maxim's Smoked Tuna Oil 185 g | Almarai Uht Full Fat Milk with Vitamins, 4x1L | Sunwhite Calrose Rice, 4kg | Aroma Garden Biryani Spices, 100g",Canned Seafood | milk | rice | Cooking & Baking,Oil | Dairy | Rice | Spices & Seasonings,4,5,17.62,Winter 2026
O202600196,2026-01-24,C0022,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,1,3.85,Winter 2026
O202600197,2026-01-24,C0053,Barilla Rigatoni 500 g,pasta,Pasta,1,1,1.68,Winter 2026
O202600198,2026-01-24,C0147,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Winter 2026
O202600199,2026-01-25,C0090,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,Spices & Seasonings,1,1,2.29,Winter 2026
O202600200,2026-01-25,C0142,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,1,0.49,Winter 2026
O202600201,2026-01-25,C0077,"Exeter Canned Corned Beef, 340g",Canned Meat,Canned Food,1,1,2.35,Winter 2026
O202600202,2026-01-25,C0080,"Siniora Beef Luncheon, 200g",Canned Meat,Canned Food,1,1,1.02,Winter 2026
O202600203,2026-01-25,C0141,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g | Abu Kass Basmati Rice, 4kg",Chocolate | rice,Chocolate | Rice,2,2,6.49,Winter 2026
O202600204,2026-01-25,C0125,"Aroma Garden Organic Meat Spices, 120g",Cooking & Baking,Spices & Seasonings,1,1,2.09,Winter 2026
O202600205,2026-01-25,C0075,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Dairy,1,3,5.4,Winter 2026
O202600206,2026-01-25,C0124,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.09,Winter 2026
O202600207,2026-01-25,C0146,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Teeba Yoghurt, 700g",Chocolate | youghurt,Chocolate | Dairy,2,3,2.2,Winter 2026
O202600208,2026-01-25,C0036,"AL Safi Greek Yogurt Lemon Pie, 150g",Yoghurts,Dairy,1,1,0.8,Winter 2026
O202600209,2026-01-25,C0106,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g | Maxims Sweet Corn 180 g 3 pcs get 1 pc Free",Chocolate | Canned Fruit,Chocolate | Canned Food,2,2,4.39,Winter 2026
O202600210,2026-01-26,C0108,"NewLand Crushed Italian Tomatoes, 400g | Almarai Greek Style Full Fat Blueberry Yoghurt, 150g | Barakah Al Sanabel Chiffari Lisci, 450g",Canned Vegetables | Yoghurts | pasta,Canned Vegetables | Dairy | Pasta,3,3,2.35,Winter 2026
O202600211,2026-01-26,C0044,"Aroma Garden Seven Spices, 100g | Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Cooking & Baking | Chips,Spices & Seasonings | Chips,2,2,2.39,Winter 2026
O202600212,2026-01-26,C0010,"Aroma Garden Organic Meat Spices, 120g | Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Cooking & Baking | Chocolate,Spices & Seasonings | Dairy,2,2,3.09,Winter 2026
O202600213,2026-01-26,C0065,"Almarai Cream Cheese, 6 Portion, 108g | Baladna Full Cream Milk 1 L",cheese | milk,Eggs | Dairy,2,3,3.07,Winter 2026
O202600214,2026-01-26,C0090,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g | Barilla Rigatoni 500 g,Canned Seafood | pasta,Spices & Seasonings | Pasta,2,2,3.97,Winter 2026
O202600215,2026-01-26,C0117,"Exeter Canned Corned Beef, 340g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Meat | pasta,Canned Vegetables | Pasta,2,3,3.33,Winter 2026
O202600216,2026-01-26,C0076,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Spices & Seasonings,1,1,1.49,Winter 2026
O202600217,2026-01-26,C0088,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.09,Winter 2026
O202600218,2026-01-26,C0046,"Blue Mill Paprika 200 g | NewLand Chicken Hot Dog 400 g | Hammoudeh Lactose Free Full Fat UHT Milk, 1L | Sunwhite Calrose Rice, 4kg",Cooking & Baking | Canned Meat | milk | rice,Spices & Seasonings | Canned Food | Eggs | Rice,4,7,21.14,Winter 2026
O202600219,2026-01-27,C0087,"NewLand American Black Beans 432 g | Barakah Al Sanabel Chiffari Lisci, 450g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,2,1.8,Winter 2026
O202600220,2026-01-27,C0147,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate,Dairy,1,1,0.6,Winter 2026
O202600221,2026-01-27,C0030,"Golden Corn Oil, 2.9L | Abu Kass Basmati Rice, 4kg | NewLand Mayonnaise Garlic Flavor 300ml",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,4,14.4,Winter 2026
O202600222,2026-01-27,C0080,Maxim's Mushrooms 425 g 3+1,Canned Fruit,Canned Food,1,1,6.35,Winter 2026
O202600223,2026-01-27,C0088,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g | Al Sayad Tuna In Vegetable Oil, 160g",Cakes and Rolls | Canned Seafood,Chocolate | Canned Food,2,3,3.28,Winter 2026
O202600224,2026-01-27,C0141,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Dairy,1,1,1.65,Winter 2026
O202600225,2026-01-27,C0039,"Mr.Chips Cheese Pop Corn, 58g | Mandi Basmati Rice 4 kg",Chips | rice,Chips | Rice,2,2,5.62,Winter 2026
O202600226,2026-01-27,C0048,"Pringles Sour Cream & Onion Chips Can, 165g",Chips,Dairy,1,1,1.7,Winter 2026
O202600227,2026-01-27,C0067,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate,Dairy,1,1,4.99,Winter 2026
O202600228,2026-01-28,C0033,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2,3.8,Winter 2026
O202600229,2026-01-28,C0036,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,1,3.85,Winter 2026
O202600230,2026-01-28,C0047,"NewLand Crushed Italian Tomatoes, 400g | Barilla Rigatoni 500 g | SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations",Canned Vegetables | pasta | Eid al-Adha,Canned Vegetables | Pasta | Bakery,3,4,5.12,Winter 2026
O202600231,2026-01-28,C0039,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Canned Food,1,2,2.1,Winter 2026
O202600232,2026-01-28,C0044,"Spice Classics Basil Leaves 6.25 g | Maxim's Smoked Tuna Oil 185 g | Sunwhite Calrose Rice, 4kg",Cooking & Baking | Canned Seafood | rice,Spices & Seasonings | Canned Food | Rice,3,3,9.68,Winter 2026
O202600233,2026-01-28,C0104,"Koita Lactose Free Skim Milk, 1L",Long Life Milk,Dairy,1,1,3.1,Winter 2026
O202600234,2026-01-28,C0092,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,1,1,1.61,Winter 2026
O202600235,2026-01-28,C0035,"Aroma Garden Seven Spices, 100g | Tiger Rice 3.5 kg",Cooking & Baking | rice,Spices & Seasonings | Rice,2,3,9.39,Winter 2026
O202600236,2026-01-28,C0134,"Nadec Long Life Full Fat UHT Milk, 4x1L | Soccer 50 FT Smart Outdoor String Lights Waterproof",Long Life Milk | World Cup,Dairy | Water,2,2,5.25,Winter 2026
O202600237,2026-01-29,C0048,Maxim's Smoked Tuna Oil 185 g | Mandi Basmati Rice 4 kg | NewLand Mayonnaise Garlic Flavor 300ml,Canned Seafood | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,9.58,Winter 2026
O202600238,2026-01-29,C0059,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,2,0.98,Winter 2026
O202600239,2026-01-29,C0097,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Dairy,1,1,0.6,Winter 2026
O202600240,2026-01-29,C0134,"Hammoudeh Fresh Yoghurt, 700g",youghurt,Dairy,1,1,1,Winter 2026
O202600241,2026-01-29,C0116,"Aroma Garden Biryani Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2,4.18,Winter 2026
O202600242,2026-01-29,C0002,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Dairy,1,1,0.75,Winter 2026
O202600243,2026-01-29,C0015,"Luna Red Kidney Beans, 380g | Barilla Rigatoni 500 g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,2,2.44,Winter 2026
O202600244,2026-01-29,C0114,"Aroma Garden Magloubeh Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.03,Winter 2026
O202600245,2026-01-29,C0106,"Durra Tuna Solid with Chilli Pepper, 160g",Canned Seafood,Canned Food,1,2,2.08,Winter 2026
O202600246,2026-01-29,C0071,"Aroma Garden Biryani Spices, 100g | Nadec Milk Chocolate Milk, 6x125ml",Cooking & Baking | Long Life Milk,Spices & Seasonings | Dairy,2,2,3.44,Winter 2026
O202600247,2026-01-29,C0003,"Aroma Garden Seven Spices, 100g | Mandi Basmati Rice 4 kg | AL Safi Greek Yogurt Lemon Pie, 150g | Al-Ghazal Pasta Bucatini 1, 300g",Cooking & Baking | rice | Yoghurts | pasta,Spices & Seasonings | Rice | Dairy | Pasta,4,4,8.35,Winter 2026
O202600248,2026-01-30,C0065,Spice Classics Basil Leaves 6.25 g,Cooking & Baking,Spices & Seasonings,1,1,1.99,Winter 2026
O202600249,2026-01-30,C0098,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,1,1.9,Winter 2026
O202600250,2026-01-30,C0105,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,1,2.2,Winter 2026
O202600251,2026-01-30,C0005,Mandi Basmati Rice 4 kg,rice,Rice,1,1,4.82,Winter 2026
O202600252,2026-01-30,C0112,"NewLand Crushed Italian Tomatoes, 400g | Eti PopkekÂ Cocoa Cake, 35g",Canned Vegetables | Cakes and Rolls,Canned Food | Bakery,2,2,1.47,Winter 2026
O202600253,2026-01-30,C0058,Blue Mill Garlic Powder 200 g,Cooking & Baking,Spices & Seasonings,1,1,2.89,Winter 2026
O202600254,2026-01-31,C0139,"Maxims Sweet Corn 180 g 3 pcs get 1 pc Free | Mandi Basmati Rice 4 kg | Barakah Al Sanabel Chiffari Lisci, 450g",Canned Fruit | rice | pasta,Canned Vegetables | Rice | Pasta,3,5,19.05,Winter 2026
O202600255,2026-01-31,C0101,"Pascual Vive Soy High Calcium Oat Drink, 1L",Milk Alternatives,Dairy,1,2,7,Winter 2026
O202600256,2026-01-31,C0078,Mandi Basmati Rice 4 kg,rice,Rice,1,1,4.97,Winter 2026
O202600257,2026-01-31,C0032,"Golden Corn Oil, 2.9L | Sunwhite Calrose Rice, 4kg | Ard Jdadna Powder Garlic, 200g",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,12.88,Winter 2026
O202600258,2026-01-31,C0129,"Mr.Chips Paprika Snack Mix, 78g | Spuds Prime Ribs Craft Cooked Chips, 65g",Chips | Chips,Spices & Seasonings | Chips,2,2,1.35,Winter 2026
O202600259,2026-01-31,C0045,"Koita Lactose Free Skim Milk, 1L",Long Life Milk,Dairy,1,1,3.1,Winter 2026
O202600260,2026-01-31,C0110,Barilla Rigatoni 500 g,pasta,Pasta,1,1,1.68,Winter 2026
O202600261,2026-01-31,C0137,"Aroma Garden Magloubeh Spices, 100g | Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Barakah Al Sanabel Chiffari Lisci, 450g",Cooking & Baking | Chips | pasta,Spices & Seasonings | Canned Vegetables | Pasta,3,6,3.58,Winter 2026
O202600262,2026-01-31,C0115,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,1,5.33,Winter 2026
O202600263,2026-02-01,C0077,"Nadec Banana Flavor Milk, 6x125ml",Long Life Milk,Dairy,1,1,1.35,Winter 2026
O202600264,2026-02-01,C0057,Barilla Rigatoni 500 g,pasta,Pasta,1,1,1.68,Winter 2026
O202600265,2026-02-01,C0130,"Blue Mill Garlic Powder 200 g | Milka Choco Wafer, (5 Pieces), 150g | Mandi Basmati Rice 4 kg | Benina Chili Oil, 150ml",Cooking & Baking | Chocolate | rice | Cooking & Baking,Spices & Seasonings | Dairy | Rice | Oil,4,4,11.66,Winter 2026
O202600266,2026-02-01,C0098,Mandi Basmati Rice 4 kg,rice,Rice,1,1,4.82,Winter 2026
O202600267,2026-02-01,C0087,"Rio Mare Light Tuna in Olive Oil, 160g",Canned Seafood,Canned Food,1,1,3.35,Winter 2026
O202600268,2026-02-01,C0139,"Smart Chips Crunchy Rings Pizza Flavor, 80g | Pasta Zara Conchiglie No.54, 500g",Chips | pasta,Chips | Pasta,2,2,2.31,Winter 2026
O202600269,2026-02-01,C0039,"Aroma Garden Organic Meat Spices, 120g",Cooking & Baking,Spices & Seasonings,1,1,2.03,Winter 2026
O202600270,2026-02-01,C0033,"Almarai Strawberry Banana Fat Free Protein Milk No Added Sugar, 400ml",Sports & Energy Drinks,Dairy,1,1,1.57,Winter 2026
O202600271,2026-02-01,C0108,"Benina Chili Oil, 150ml | Tiger Rice 3.5 kg | Durra Lemon Seasoning, 1000ml",Cooking & Baking | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,6.99,Winter 2026
O202600272,2026-02-01,C0053,"Galaxy Smooth Milk Chocolate Bar,Â 30g",Chocolate,Dairy,1,1,0.77,Winter 2026
O202600273,2026-02-01,C0038,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Dairy,1,1,0.65,Winter 2026
O202600274,2026-02-01,C0021,"California Garden Whole Kernal Sweet Corn, 400g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,2,1.54,Winter 2026
O202600275,2026-02-02,C0066,"Afia Pure Corn Oil, 1.5L | Mandi Basmati Rice 4 kg | Mr.Chips Paprika Snack Mix, 78g",oil | rice | Chips,Oil | Rice | Spices & Seasonings,3,3,9.56,Winter 2026
O202600276,2026-02-02,C0133,"Sayad Tuna Meat With Natural Chili 160 g | Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Canned Seafood | Chocolate,Canned Food | Dairy,2,3,2.7,Winter 2026
O202600277,2026-02-02,C0093,"Mythic Sensation Mini Milk Chocolate 30 g | Unium Chicken Hot Dog, 415g",Chocolate | Canned Meat,Chocolate | Canned Food,2,4,3.1,Winter 2026
O202600278,2026-02-02,C0141,Barilla Rigatoni 500 g,pasta,Pasta,1,1,1.68,Winter 2026
O202600279,2026-02-02,C0004,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1,1.85,Winter 2026
O202600280,2026-02-02,C0138,"Mr.Chips Cheese Potato Chips, 68g | Tiger Rice 3.5 kg",Chips | rice,Chips | Rice,2,2,4.25,Winter 2026
O202600281,2026-02-02,C0035,"Koita Organic Chocolate Milk Uht 200 ml | Pascual Vive Soy High Calcium Oat Drink, 1L",Long Life Milk | Milk Alternatives,Chocolate | Dairy,2,2,5.15,Winter 2026
O202600282,2026-02-02,C0002,NewLand Pineapple Slices In Light Syrup 565 g,Canned Fruit,Canned Food,1,1,1.89,Winter 2026
O202600283,2026-02-02,C0108,"The Bridge Bio Organic Almond Sugar Free Drink, 1L",Milk Alternatives,Dairy,1,3,12.6,Winter 2026
O202600284,2026-02-02,C0067,"Nadec Long Life Full Fat UHT Milk, 4x1L",Long Life Milk,Dairy,1,1,3.25,Winter 2026
O202600285,2026-02-02,C0035,"Al Youm Labneh, 200g",labneh,Dairy,1,1,1.25,Winter 2026
O202600286,2026-02-03,C0031,"Alyoum Fresh Jameed Liquid, 1kg",Yoghurts,Dairy,1,1,1.7,Winter 2026
O202600287,2026-02-03,C0001,Mandi Basmati Rice 4 kg,rice,Rice,1,1,4.97,Winter 2026
O202600288,2026-02-03,C0031,"Al Sayad Tuna In Vegetable Oil, 160g | Molto XL Croissant Chocolate With Hazelnut, 42.5g",Canned Seafood | Cakes and Rolls,Canned Food | Bakery,2,2,1.04,Winter 2026
O202600289,2026-02-03,C0055,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Dairy,1,1,1.95,Winter 2026
O202600290,2026-02-03,C0056,"Aroma Garden Chicken Spices, 100g | Abu Kass Basmati Rice, 4kg | Barilla Rigatoni 500 g",Cooking & Baking | rice | pasta,Spices & Seasonings | Rice | Pasta,3,3,9.26,Winter 2026
O202600291,2026-02-03,C0061,"Filippo Berio Basil Flavoured Olive Oil, 250ml | Tiger Rice 3.5 kg",oil | rice,Oil | Rice,2,2,16.25,Winter 2026
O202600292,2026-02-03,C0087,Mandi Basmati Rice 4 kg,rice,Rice,1,1,4.97,Winter 2026
O202600293,2026-02-03,C0132,"Durra Tuna Solid with Chilli Pepper, 160g | Al Mazraa Jameed Pasteurized Liquid, 1L",Canned Seafood | Yoghurts,Canned Food | Dairy,2,3,4.83,Winter 2026
O202600294,2026-02-03,C0110,"KDD Strawberry Flavored Milk, 6x250ml | Teeba 9% Fat Labneh, 500g",Long Life Milk | labneh,Eggs | Dairy,2,2,4.5,Winter 2026
