order_item_id,order_id,order_date,customer_id,product_id,product_name,category,association_group,quantity,unit_price_jd,line_total_jd,season_event
I2026000184,O202600104,2026-01-15,C0001,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000185,O202600105,2026-01-15,C0084,101,Mandi Basmati Rice 4 kg,rice,Rice,1,4.97,4.97,Winter 2026
I2026000186,O202600106,2026-01-15,C0128,169,Sayad Tuna Meat With Natural Chili 160 g,Canned Seafood,Canned Food,3,0.85,2.55,Winter 2026
I2026000187,O202600106,2026-01-15,C0128,85,"Alpro Plant-Based Barista Soya Drink, 1L",Milk Alternatives,Dairy,1,2.8,2.8,Winter 2026
I2026000188,O202600107,2026-01-15,C0137,95,"Al Mazraa Jameed Pasteurized Liquid, 1L",Yoghurts,Dairy,1,2.75,2.75,Winter 2026
I2026000189,O202600107,2026-01-15,C0137,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Bakery,1,0.55,0.55,Winter 2026
I2026000190,O202600108,2026-01-16,C0112,71,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Dairy,1,2.9,2.9,Winter 2026
I2026000191,O202600108,2026-01-16,C0112,335,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g",Cakes and Rolls,Bakery,2,0.25,0.5,Winter 2026
I2026000192,O202600109,2026-01-16,C0054,95,"Al Mazraa Jameed Pasteurized Liquid, 1L",Yoghurts,Dairy,1,2.75,2.75,Winter 2026
I2026000193,O202600110,2026-01-16,C0048,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
I2026000194,O202600111,2026-01-16,C0004,180,Albayrouty Mushroom Slices 400 g,Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000195,O202600111,2026-01-16,C0004,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000196,O202600112,2026-01-16,C0074,175,"American Garden Red Kidney Beans (Easy Open Lids), 400g",Canned Vegetables,Canned Vegetables,1,0.79,0.79,Winter 2026
I2026000197,O202600112,2026-01-16,C0074,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000198,O202600113,2026-01-16,C0077,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000199,O202600114,2026-01-16,C0050,117,"Kasih Corn Starch Pouches, 350g",Cooking & Baking,Canned Vegetables,1,1.19,1.19,Winter 2026
I2026000200,O202600114,2026-01-16,C0050,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000201,O202600114,2026-01-16,C0050,331,"L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g",Cakes and Rolls,Bakery,1,1.8,1.8,Winter 2026
I2026000202,O202600115,2026-01-16,C0113,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2.2,2.2,Winter 2026
I2026000203,O202600115,2026-01-16,C0113,178,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Food,1,0.76,0.76,Winter 2026
I2026000204,O202600116,2026-01-17,C0060,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000205,O202600117,2026-01-17,C0065,165,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,2,1.61,3.22,Winter 2026
I2026000206,O202600118,2026-01-17,C0029,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2.2,2.2,Winter 2026
I2026000207,O202600119,2026-01-17,C0047,266,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Dairy,1,0.65,0.65,Winter 2026
I2026000208,O202600120,2026-01-17,C0141,83,"Alinor Organic Plant Based Almond Barista Drink, 1L",Milk Alternatives,Eggs,2,3.5,7,Winter 2026
I2026000209,O202600120,2026-01-17,C0141,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000210,O202600121,2026-01-17,C0064,110,"Golden Corn Oil, 2.9L",oil,Canned Vegetables,1,5.69,5.69,Winter 2026
I2026000211,O202600121,2026-01-17,C0064,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Winter 2026
I2026000212,O202600121,2026-01-17,C0064,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000213,O202600122,2026-01-17,C0015,182,Durra Hummus Grains 400 g,Canned Vegetables,Canned Vegetables,1,0.68,0.68,Winter 2026
I2026000214,O202600122,2026-01-17,C0015,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000215,O202600123,2026-01-17,C0077,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000216,O202600124,2026-01-17,C0130,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000217,O202600125,2026-01-17,C0023,92,"AL Safi Greek Yogurt Lemon Pie, 150g",Yoghurts,Dairy,1,0.8,0.8,Winter 2026
I2026000218,O202600125,2026-01-17,C0023,199,"Nestle Mineral Water, 6x1.5L",water,Water,3,2.2,6.6,Winter 2026
I2026000219,O202600126,2026-01-17,C0100,144,"Aroma Garden Magloubeh Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000220,O202600126,2026-01-17,C0100,49,Al Youm 3% Milk Full Fat 1 L,milk,Dairy,1,1.5,1.5,Winter 2026
I2026000221,O202600127,2026-01-17,C0063,312,"Pringles Sour Cream & Onion Chips Can, 165g",Chips,Dairy,1,1.7,1.7,Winter 2026
I2026000222,O202600128,2026-01-17,C0075,45,"Al Youm Labneh, 200g",labneh,Eggs,3,1.25,3.75,Winter 2026
I2026000223,O202600128,2026-01-17,C0075,171,"Rio Mare Tuna In Olive Oil, 2x160g",Canned Seafood,Canned Food,1,5.5,5.5,Winter 2026
I2026000224,O202600128,2026-01-17,C0075,48,"Almarai Uht Full Fat Milk with Vitamins, 4x1L",milk,Dairy,1,3.77,3.77,Winter 2026
I2026000225,O202600128,2026-01-17,C0075,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,2,0.35,0.7,Winter 2026
I2026000226,O202600129,2026-01-17,C0128,166,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,Spices & Seasonings,3,2.29,6.87,Winter 2026
I2026000227,O202600129,2026-01-17,C0128,71,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Eggs,2,2.9,5.8,Winter 2026
I2026000228,O202600130,2026-01-17,C0013,331,"L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g",Cakes and Rolls,Dairy,1,1.8,1.8,Winter 2026
I2026000229,O202600131,2026-01-17,C0070,196,Maxims Sweet Corn 180 g 3 pcs get 1 pc Free,Canned Fruit,Canned Food,1,3.79,3.79,Winter 2026
I2026000230,O202600131,2026-01-17,C0070,50,Baladna Full Cream Milk 1 L,milk,Dairy,1,1.03,1.03,Winter 2026
I2026000231,O202600132,2026-01-17,C0119,191,"Exeter Canned Corned Beef, 340g",Canned Meat,Canned Food,1,2.35,2.35,Winter 2026
I2026000232,O202600132,2026-01-17,C0119,63,"Lurpak Unsalted Butter, 6x50g",butter,Eggs,3,4.23,12.69,Winter 2026
I2026000233,O202600133,2026-01-17,C0057,142,"Aroma Garden Organic Meat Spices, 120g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000234,O202600133,2026-01-17,C0057,76,"Nadec Banana Flavor Milk, 6x125ml",Long Life Milk,Dairy,1,1.35,1.35,Winter 2026
I2026000235,O202600133,2026-01-17,C0057,334,"Bifa Keks Roll Black and White Cake, 50g",Cakes and Rolls,Bakery,1,0.25,0.25,Winter 2026
I2026000236,O202600134,2026-01-18,C0147,90,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Winter 2026
I2026000237,O202600135,2026-01-18,C0147,165,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,1,1.61,1.61,Winter 2026
I2026000238,O202600135,2026-01-18,C0147,202,Crystal Ice Cubes 2 kg,water,Water,1,0.99,0.99,Winter 2026
I2026000239,O202600136,2026-01-18,C0107,131,Blue Mill Garlic Powder 200 g,Cooking & Baking,Spices & Seasonings,1,2.89,2.89,Winter 2026
I2026000240,O202600137,2026-01-18,C0125,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000241,O202600138,2026-01-18,C0123,320,"Spuds Tomato Bruschetta Craft Cooked Chips, 65g",Chips,Chips,3,0.75,2.25,Winter 2026
I2026000242,O202600138,2026-01-18,C0123,268,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Dairy,1,0.6,0.6,Winter 2026
I2026000243,O202600139,2026-01-18,C0011,256,"Almarai Strawberry Banana Fat Free Protein Milk No Added Sugar, 400ml",Sports & Energy Drinks,Dairy,1,1.62,1.62,Winter 2026
I2026000244,O202600140,2026-01-18,C0138,88,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Winter 2026
I2026000245,O202600141,2026-01-18,C0055,175,"American Garden Red Kidney Beans (Easy Open Lids), 400g",Canned Vegetables,Canned Vegetables,1,0.79,0.79,Winter 2026
I2026000246,O202600141,2026-01-18,C0055,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,3,0.49,1.47,Winter 2026
I2026000247,O202600142,2026-01-18,C0142,94,"Alyoum Tang Taste Yoghurt Baladi, 1kg",Yoghurts,Dairy,1,1.75,1.75,Winter 2026
I2026000248,O202600143,2026-01-18,C0064,54,"Teeba Yoghurt, 700g",youghurt,Dairy,1,1,1,Winter 2026
I2026000249,O202600144,2026-01-18,C0005,193,"Unium Chicken Hot Dog, 415g",Canned Meat,Canned Food,1,1.45,1.45,Winter 2026
I2026000250,O202600145,2026-01-19,C0138,179,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000251,O202600145,2026-01-19,C0138,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000252,O202600145,2026-01-19,C0138,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,3,0.35,1.05,Winter 2026
I2026000253,O202600146,2026-01-19,C0004,297,"Mr.Chips Paprika Potato Chips, 68g",Chips,Spices & Seasonings,1,0.6,0.6,Winter 2026
I2026000254,O202600147,2026-01-19,C0094,168,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Canned Food,1,0.79,0.79,Winter 2026
I2026000255,O202600147,2026-01-19,C0094,48,"Almarai Uht Full Fat Milk with Vitamins, 4x1L",milk,Dairy,1,3.77,3.77,Winter 2026
I2026000256,O202600148,2026-01-19,C0072,110,"Golden Corn Oil, 2.9L",oil,Canned Vegetables,1,5.69,5.69,Winter 2026
I2026000257,O202600148,2026-01-19,C0072,68,"Al Safi UHT Full Fat Milk, 4x1L",Long Life Milk,Dairy,1,3.85,3.85,Winter 2026
I2026000258,O202600148,2026-01-19,C0072,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000259,O202600149,2026-01-19,C0035,167,Maxim's Smoked Tuna Oil 185 g,Canned Seafood,Canned Food,2,3,6,Winter 2026
I2026000260,O202600149,2026-01-19,C0035,287,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Dairy,1,2.31,2.31,Winter 2026
I2026000261,O202600150,2026-01-19,C0067,333,"Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls,Dairy,1,0.25,0.25,Winter 2026
I2026000262,O202600151,2026-01-19,C0028,168,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Oil,1,0.79,0.79,Winter 2026
I2026000263,O202600151,2026-01-19,C0028,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000264,O202600152,2026-01-19,C0003,179,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Canned Food,1,1.05,1.05,Winter 2026
I2026000265,O202600153,2026-01-20,C0076,165,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,2,1.61,3.22,Winter 2026
I2026000266,O202600154,2026-01-20,C0112,148,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1.85,1.85,Winter 2026
I2026000267,O202600155,2026-01-20,C0091,165,NewLand Mayonnaise Garlic Flavor 300ml,Cooking & Baking,Spices & Seasonings,2,1.61,3.22,Winter 2026
I2026000268,O202600156,2026-01-20,C0048,100,Tiger Rice 3.5 kg,rice,Rice,2,3.65,7.3,Winter 2026
I2026000269,O202600156,2026-01-20,C0048,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000270,O202600156,2026-01-20,C0048,117,"Kasih Corn Starch Pouches, 350g",Cooking & Baking,Canned Vegetables,1,1.19,1.19,Winter 2026
I2026000271,O202600156,2026-01-20,C0048,327,"Americana Marble Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Winter 2026
I2026000272,O202600156,2026-01-20,C0048,90,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,2,0.9,1.8,Winter 2026
I2026000273,O202600157,2026-01-20,C0142,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,3,5.49,16.47,Winter 2026
I2026000274,O202600158,2026-01-20,C0074,54,"Teeba Yoghurt, 700g",youghurt,Dairy,1,1,1,Winter 2026
I2026000275,O202600158,2026-01-20,C0074,202,Crystal Ice Cubes 2 kg,water,Water,2,0.99,1.98,Winter 2026
I2026000276,O202600159,2026-01-20,C0140,181,Albayrouty Sweet Corn 340 g,Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000277,O202600159,2026-01-20,C0140,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Chips,1,1.28,1.28,Winter 2026
I2026000278,O202600159,2026-01-20,C0140,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000279,O202600160,2026-01-20,C0016,143,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000280,O202600161,2026-01-20,C0019,184,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,Canned Food,1,4.75,4.75,Winter 2026
I2026000281,O202600161,2026-01-20,C0019,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Winter 2026
I2026000282,O202600162,2026-01-21,C0018,55,"Hammoudeh Fresh Yoghurt, 700g",youghurt,Eggs,2,1,2,Winter 2026
I2026000283,O202600162,2026-01-21,C0018,63,"Lurpak Unsalted Butter, 6x50g",butter,Dairy,1,4.23,4.23,Winter 2026
I2026000284,O202600163,2026-01-21,C0084,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,2,1.5,3,Winter 2026
I2026000285,O202600163,2026-01-21,C0084,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,3,5.49,16.47,Winter 2026
I2026000286,O202600164,2026-01-21,C0085,75,"KDD Strawberry Flavored Milk, 6x250ml",Long Life Milk,Dairy,1,2.25,2.25,Winter 2026
I2026000287,O202600165,2026-01-21,C0148,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,1,1.5,1.5,Winter 2026
I2026000288,O202600165,2026-01-21,C0148,327,"Americana Marble Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Winter 2026
I2026000289,O202600166,2026-01-21,C0033,137,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,1.9,1.9,Winter 2026
I2026000290,O202600166,2026-01-21,C0033,100,Tiger Rice 3.5 kg,rice,Rice,1,3.65,3.65,Winter 2026
I2026000291,O202600166,2026-01-21,C0033,339,"Reef Diet Flax Seeds Bread, 250g",Flatbread,Bakery,1,1,1,Winter 2026
I2026000292,O202600167,2026-01-21,C0021,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Dairy,1,1.65,1.65,Winter 2026
I2026000293,O202600167,2026-01-21,C0021,251,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,1.6,1.6,Winter 2026
I2026000294,O202600168,2026-01-21,C0112,191,"Exeter Canned Corned Beef, 340g",Canned Meat,Canned Vegetables,1,2.35,2.35,Winter 2026
I2026000295,O202600168,2026-01-21,C0112,169,Sayad Tuna Meat With Natural Chili 160 g,Canned Seafood,Canned Food,1,0.85,0.85,Winter 2026
I2026000296,O202600168,2026-01-21,C0112,62,"Lurpak Unsalted Butter, 100g",butter,Dairy,1,1.13,1.13,Winter 2026
I2026000297,O202600168,2026-01-21,C0112,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,3,0.49,1.47,Winter 2026
I2026000298,O202600169,2026-01-21,C0054,268,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Dairy,1,0.6,0.6,Winter 2026
I2026000299,O202600169,2026-01-21,C0054,202,Crystal Ice Cubes 2 kg,water,Water,2,0.99,1.98,Winter 2026
I2026000300,O202600170,2026-01-21,C0116,50,Baladna Full Cream Milk 1 L,milk,Dairy,2,1.03,2.06,Winter 2026
I2026000301,O202600171,2026-01-21,C0063,144,"Aroma Garden Magloubeh Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000302,O202600171,2026-01-21,C0063,232,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,Dairy,1,0.7,0.7,Winter 2026
I2026000303,O202600171,2026-01-21,C0063,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
I2026000304,O202600172,2026-01-21,C0016,176,"NewLand Crushed Italian Tomatoes, 400g",Canned Vegetables,Canned Food,1,1.17,1.17,Winter 2026
I2026000305,O202600173,2026-01-21,C0086,182,Durra Hummus Grains 400 g,Canned Vegetables,Canned Vegetables,1,0.68,0.68,Winter 2026
I2026000306,O202600173,2026-01-21,C0086,59,"Ovalyo White XL Eggs, 6pcs",eggs,Eggs,2,0.95,1.9,Winter 2026
I2026000307,O202600173,2026-01-21,C0086,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Winter 2026
I2026000308,O202600174,2026-01-22,C0042,48,"Almarai Uht Full Fat Milk with Vitamins, 4x1L",milk,Dairy,1,3.77,3.77,Winter 2026
I2026000309,O202600174,2026-01-22,C0042,199,"Nestle Mineral Water, 6x1.5L",water,Water,2,2.2,4.4,Winter 2026
I2026000310,O202600175,2026-01-22,C0076,174,"Maxims Sweet Corn, 340g",Canned Vegetables,Canned Vegetables,1,1.5,1.5,Winter 2026
I2026000311,O202600175,2026-01-22,C0076,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000312,O202600176,2026-01-22,C0060,71,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Dairy,1,2.9,2.9,Winter 2026
I2026000313,O202600177,2026-01-22,C0070,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,1,1.5,1.5,Winter 2026
I2026000314,O202600178,2026-01-22,C0001,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000315,O202600178,2026-01-22,C0001,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000316,O202600179,2026-01-23,C0139,172,"Rio Mare Light Tuna in Olive Oil, 160g",Canned Seafood,Oil,1,3.45,3.45,Winter 2026
I2026000317,O202600179,2026-01-23,C0139,196,Maxims Sweet Corn 180 g 3 pcs get 1 pc Free,Canned Fruit,Canned Food,1,3.79,3.79,Winter 2026
I2026000318,O202600179,2026-01-23,C0139,101,Mandi Basmati Rice 4 kg,rice,Rice,1,4.97,4.97,Winter 2026
I2026000319,O202600179,2026-01-23,C0139,144,"Aroma Garden Magloubeh Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000320,O202600180,2026-01-23,C0052,137,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,1.9,1.9,Winter 2026
I2026000321,O202600180,2026-01-23,C0052,95,"Al Mazraa Jameed Pasteurized Liquid, 1L",Yoghurts,Dairy,1,2.75,2.75,Winter 2026
I2026000322,O202600180,2026-01-23,C0052,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
I2026000323,O202600181,2026-01-23,C0038,136,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,2.2,2.2,Winter 2026
I2026000324,O202600181,2026-01-23,C0038,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,3,1.5,4.5,Winter 2026
I2026000325,O202600181,2026-01-23,C0038,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,3,4.99,14.97,Winter 2026
I2026000326,O202600182,2026-01-23,C0051,141,"Aroma Garden Chicken Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000327,O202600183,2026-01-23,C0122,179,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Canned Vegetables,1,1.05,1.05,Winter 2026
I2026000328,O202600183,2026-01-23,C0122,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000329,O202600184,2026-01-23,C0067,308,"Doritos Nacho Cheese Tortilla Chips, 120g",Chips,Chips,1,1,1,Winter 2026
I2026000330,O202600184,2026-01-23,C0067,73,"Koita Organic Whole Cream Milk, 1L",Long Life Milk,Dairy,1,3.1,3.1,Winter 2026
I2026000331,O202600185,2026-01-23,C0111,84,"Orasi Soy Milk Sugar Free, 1L",Milk Alternatives,Dairy,1,2.5,2.5,Winter 2026
I2026000332,O202600186,2026-01-24,C0057,109,"Mazola Sunflower Oil, 1.5L",oil,Oil,1,3.39,3.39,Winter 2026
I2026000333,O202600186,2026-01-24,C0057,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000334,O202600186,2026-01-24,C0057,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000335,O202600186,2026-01-24,C0057,152,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Spices & Seasonings,3,1.49,4.47,Winter 2026
I2026000336,O202600187,2026-01-24,C0008,129,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,3.85,3.85,Winter 2026
I2026000337,O202600187,2026-01-24,C0008,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
I2026000338,O202600187,2026-01-24,C0008,276,Said Junior Cup 50 g,Chocolate,Chocolate,1,0.75,0.75,Winter 2026
I2026000339,O202600188,2026-01-24,C0131,88,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Winter 2026
I2026000340,O202600189,2026-01-24,C0100,133,Spice Classics Basil Leaves 6.25 g,Cooking & Baking,Spices & Seasonings,1,1.99,1.99,Winter 2026
I2026000341,O202600190,2026-01-24,C0062,148,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1.85,1.85,Winter 2026
I2026000342,O202600191,2026-01-24,C0102,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Dairy,1,1.95,1.95,Winter 2026
I2026000343,O202600192,2026-01-24,C0029,171,"Rio Mare Tuna In Olive Oil, 2x160g",Canned Seafood,Canned Food,1,5.5,5.5,Winter 2026
I2026000344,O202600193,2026-01-24,C0083,111,"Filippo Berio Basil Flavoured Olive Oil, 250ml",oil,Oil,1,12.6,12.6,Winter 2026
I2026000345,O202600193,2026-01-24,C0083,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000346,O202600193,2026-01-24,C0083,141,"Aroma Garden Chicken Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000347,O202600194,2026-01-24,C0046,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Dairy,1,0.6,0.6,Winter 2026
I2026000348,O202600195,2026-01-24,C0105,167,Maxim's Smoked Tuna Oil 185 g,Canned Seafood,Oil,1,3,3,Winter 2026
I2026000349,O202600195,2026-01-24,C0105,48,"Almarai Uht Full Fat Milk with Vitamins, 4x1L",milk,Dairy,2,3.77,7.54,Winter 2026
I2026000350,O202600195,2026-01-24,C0105,102,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,4.99,4.99,Winter 2026
I2026000351,O202600195,2026-01-24,C0105,145,"Aroma Garden Biryani Spices, 100g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Winter 2026
I2026000352,O202600196,2026-01-24,C0022,129,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,3.85,3.85,Winter 2026
I2026000353,O202600197,2026-01-24,C0053,106,Barilla Rigatoni 500 g,pasta,Pasta,1,1.68,1.68,Winter 2026
I2026000354,O202600198,2026-01-24,C0147,88,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Winter 2026
I2026000355,O202600199,2026-01-25,C0090,166,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,Spices & Seasonings,1,2.29,2.29,Winter 2026
I2026000356,O202600200,2026-01-25,C0142,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Winter 2026
I2026000357,O202600201,2026-01-25,C0077,191,"Exeter Canned Corned Beef, 340g",Canned Meat,Canned Food,1,2.35,2.35,Winter 2026
I2026000358,O202600202,2026-01-25,C0080,189,"Siniora Beef Luncheon, 200g",Canned Meat,Canned Food,1,1.05,1.05,Winter 2026
I2026000359,O202600203,2026-01-25,C0141,280,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Chocolate,Chocolate,1,1,1,Winter 2026
I2026000360,O202600203,2026-01-25,C0141,103,"Abu Kass Basmati Rice, 4kg",rice,Rice,1,5.49,5.49,Winter 2026
